nearest10hz,nearest10hz_x,bearing_north,bearing_east,latitude,longitude,velocity_ms,nearest10hz_y,wind_up,wind_right,windSpeed,timestamp,deviceTimestamp,devTimestamp,nearestMS,nearest10hz_x,aerisTrue,nearest10hz_y,P,T,CH4,H2O,C2H6,R,C1C2,batteryCharge,powerInput,current,SOC,aerisTimestamp,shiftCH4,shiftC2H6,bearing_rad,true_up,true_right,true_cor_right,true_cor_up,true_windspeed,true_wd_from0
1603489161.1,1603489161.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.2,1603489161.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.3,1603489161.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.4,1603489161.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.5,1603489161.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.6,1603489161.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.7,1603489161.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.9,1603489161.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.0,1603489162.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.1,1603489162.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.2,1603489162.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.3,1603489162.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.4,1603489162.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.5,1603489162.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.6,1603489162.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.7,1603489162.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489162.9,1603489162.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.0,1603489163.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.1,1603489163.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.2,1603489163.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.3,1603489163.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.4,1603489163.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.5,1603489163.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.6,1603489163.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.7,1603489163.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489163.9,1603489163.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.0,1603489164.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.1,1603489164.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.2,1603489164.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.3,1603489164.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.4,1603489164.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.5,1603489164.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.6,1603489164.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.7,1603489164.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489164.9,1603489164.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.0,1603489165.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.1,1603489165.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.2,1603489165.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.4,1603489165.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.5,1603489165.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.6,1603489165.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.7,1603489165.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489165.9,1603489165.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
