,index,OBJECTID,X1,Time_Stamp,CH4__ppm_,C2H6__ppb_,R,C2_C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK,win,DateFound,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,geometry,within
297,297,298,1,2020-07-28T00:47:50Z,2.5791,3.769,0.894,0.004,0.573,127.5,14,5.9,3,33.64457321,-86.68061829,P34,2,P34L1,TRUE,2020-07-28,1.0,298,1.89723878881e-05,2.82427883663e-11,"POLYGON ((-86.68061828992586 33.64457595819857, -86.68061776292393 33.64457592219844, -86.68061724992208 33.64457581719807, -86.68061676292029 33.64457564319747, -86.68061631591866 33.64457540719661, -86.68061591991722 33.6445751141955, -86.68061558591603 33.6445747711943, -86.68061532191507 33.64457438819289, -86.68061513391439 33.64457397519141, -86.68061502791397 33.6445735411898, -86.68061500691391 33.64457309918822, -86.68061507091414 33.64457266018661, -86.68061521791469 33.64457223618507, -86.68061544491553 33.64457183618362, -86.68061574491662 33.64457147218229, -86.68061611091792 33.64457115318112, -86.68061653391948 33.64457088718018, -86.68061700192118 33.64457068217939, -86.68061750392297 33.64457054217888, -86.6806180259249 33.64457047117867, -86.68061855392682 33.64457047117867, -86.68061907592869 33.64457054217888, -86.68061957793054 33.64457068217939, -86.68062004593224 33.64457088718018, -86.6806204689338 33.64457115318112, -86.6806208349351 33.64457147218229, -86.68062113493619 33.64457183618362, -86.68062136193703 33.64457223618507, -86.68062150893758 33.64457266018661, -86.68062157293781 33.64457309918822, -86.68062155193769 33.6445735411898, -86.68062144593733 33.64457397519141, -86.68062125793665 33.64457438819289, -86.68062099393569 33.6445747711943, -86.68062065993445 33.6445751141955, -86.68062026393301 33.64457540719661, -86.68061981693143 33.64457564319747, -86.68061932992964 33.64457581719807, -86.68061881692779 33.64457592219844, -86.68061828992586 33.64457595819857))",True
298,298,299,2,2020-08-12T00:15:24Z,2.30906,9.043,0.92,0.016,0.261,37.0,11,1.8,2,33.64564514,-86.68057251,P34,3,P34L2,TRUE,2020-08-12,1.0,299,1.89723878989e-05,2.82427884027e-11,"POLYGON ((-86.68057250975943 33.64564788809554, -86.6805719827575 33.64564785209541, -86.68057146975565 33.64564774709504, -86.68057098275386 33.64564757309438, -86.68057053575222 33.64564733709352, -86.68057013975078 33.64564704409247, -86.6805698057496 33.64564670109121, -86.68056954174864 33.6456463180898, -86.68056935374796 33.64564590508832, -86.68056924774754 33.64564547108677, -86.68056922674748 33.64564502908513, -86.68056929074771 33.64564459008352, -86.68056943774826 33.64564416608198, -86.6805696647491 33.64564376608052, -86.68056996475019 33.6456434020792, -86.68057033075149 33.64564308307808, -86.68057075375305 33.64564281707709, -86.68057122175475 33.64564261207636, -86.68057172375654 33.64564247207585, -86.68057224575847 33.64564240107558, -86.68057277376039 33.64564240107558, -86.68057329576226 33.64564247207585, -86.68057379776411 33.64564261207636, -86.68057426576581 33.64564281707709, -86.68057468876736 33.64564308307808, -86.68057505476867 33.6456434020792, -86.68057535476976 33.64564376608052, -86.6805755817706 33.64564416608198, -86.68057572877115 33.64564459008352, -86.68057579277138 33.64564502908513, -86.68057577177126 33.64564547108677, -86.6805756657709 33.64564590508832, -86.68057547777022 33.6456463180898, -86.68057521376926 33.64564670109121, -86.68057487976802 33.64564704409247, -86.68057448376658 33.64564733709352, -86.68057403676499 33.64564757309438, -86.68057354976321 33.64564774709504, -86.68057303676136 33.64564785209541, -86.68057250975943 33.64564788809554))",True
299,299,300,3,2020-08-11T23:50:39Z,2.12238,9.6,0.846,0.06,0.073,102.9,12,0.6,2,33.63981628,-86.67071533,P34,4,P34L3,TRUE,2020-08-11,1.0,300,1.89718019317e-05,2.82412762949e-11,"POLYGON ((-86.67071532992423 33.63981902790505, -86.6707148029223 33.63981899190492, -86.67071428992045 33.63981888690455, -86.67071380291867 33.63981871290389, -86.67071335591703 33.63981847690303, -86.67071296091564 33.63981818390198, -86.6707126259144 33.63981784090072, -86.67071236191344 33.63981745789937, -86.67071217391276 33.63981704489782, -86.67071206891239 33.63981661089628, -86.67071204691229 33.63981616889464, -86.67071211091252 33.63981572989309, -86.67071225791307 33.63981530589155, -86.67071248491391 33.63981490589009, -86.670712784915 33.63981454188877, -86.6707131509163 33.63981422288759, -86.67071357391785 33.6398139568866, -86.67071404191955 33.63981375188587, -86.67071454392135 33.63981361188536, -86.67071506592328 33.63981354088509, -86.67071559392519 33.63981354088509, -86.67071611592706 33.63981361188536, -86.67071661792892 33.63981375188587, -86.67071708593062 33.6398139568866, -86.67071750893217 33.63981422288759, -86.67071787493347 33.63981454188877, -86.67071817493456 33.63981490589009, -86.6707184019354 33.63981530589155, -86.67071854893595 33.63981572989309, -86.67071861293618 33.63981616889464, -86.67071859093608 33.63981661089628, -86.67071848593571 33.63981704489782, -86.67071829793503 33.63981745789937, -86.67071803393407 33.63981784090072, -86.67071769893283 33.63981818390198, -86.67071730393138 33.63981847690303, -86.6707168569298 33.63981871290389, -86.67071636992802 33.63981888690455, -86.67071585692617 33.63981899190492, -86.67071532992423 33.63981902790505))",True
300,300,301,4,2020-08-11T23:52:06Z,2.16466,6.535,0.765,0.005,0.134,89.3,6,1.5,2,33.64012909,-86.67221832,P34,5,P34L4,TRUE,2020-08-11,1.0,301,1.89718019492e-05,2.82412763338e-11,"POLYGON ((-86.67221832038825 33.64013183804224, -86.67221779338632 33.64013180204211, -86.67221728038447 33.64013169704174, -86.67221679338269 33.64013152304113, -86.67221634638111 33.64013128704028, -86.67221595137966 33.64013099403917, -86.67221561637842 33.64013065103796, -86.67221535237746 33.64013026803656, -86.67221516437678 33.64012985503507, -86.67221505937641 33.64012942103346, -86.6722150373763 33.64012897903189, -86.67221510137654 33.64012854003028, -86.67221524837709 33.64012811602873, -86.67221547537793 33.64012771602728, -86.67221577537902 33.64012735202596, -86.67221614138032 33.64012703302478, -86.67221656438187 33.64012676702384, -86.67221703238357 33.64012656202306, -86.67221753438542 33.64012642202255, -86.67221805638729 33.64012635102233, -86.67221858438921 33.64012635102233, -86.67221910639114 33.64012642202255, -86.67221960839294 33.64012656202306, -86.67222007639464 33.64012676702384, -86.67222049939619 33.64012703302478, -86.67222086539749 33.64012735202596, -86.67222116539858 33.64012771602728, -86.67222139239942 33.64012811602873, -86.67222153939997 33.64012854003028, -86.6722216034002 33.64012897903189, -86.67222158140009 33.64012942103346, -86.67222147639973 33.64012985503507, -86.67222128839904 33.64013026803656, -86.67222102439808 33.64013065103796, -86.67222068939685 33.64013099403917, -86.67222029439546 33.64013128704028, -86.67221984739382 33.64013152304113, -86.67221936039203 33.64013169704174, -86.67221884739018 33.64013180204211, -86.67221832038825 33.64013183804224))",True
301,301,302,5,2020-08-11T23:52:23Z,4.11483,16.182,0.99,0.005,2.084,197.7,14,71.5,3,33.63996506,-86.66960144,P34,6,P34L5,TRUE,2020-08-11,1.0,302,1.8971801932e-05,2.82412762971e-11,"POLYGON ((-86.66960143987473 33.63996780844593, -86.66960091287285 33.6399677724458, -86.66960039987094 33.63996766744543, -86.66959991286922 33.63996749344477, -86.66959946586758 33.63996725744391, -86.66959907086613 33.63996696444286, -86.66959873586489 33.6399666214416, -86.66959847186394 33.63996623844025, -86.66959828386325 33.63996582543871, -86.66959817886288 33.63996539143716, -86.66959815686283 33.63996494943552, -86.66959822086307 33.63996451043397, -86.66959836786356 33.63996408643243, -86.6695985948644 33.63996368643097, -86.66959889486549 33.63996332242965, -86.66959926086685 33.63996300342848, -86.66959968386834 33.63996273742748, -86.66960015187004 33.63996253242675, -86.6696006538719 33.63996239242624, -86.66960117587377 33.63996232142597, -86.66960170387568 33.63996232142597, -86.66960222587761 33.63996239242624, -86.66960272787941 33.63996253242675, -86.66960319588111 33.63996273742748, -86.66960361888266 33.63996300342848, -86.66960398488402 33.63996332242965, -86.66960428488511 33.63996368643097, -86.66960451188589 33.63996408643243, -86.66960465888644 33.63996451043397, -86.66960472288667 33.63996494943552, -86.66960470088662 33.63996539143716, -86.6696045958862 33.63996582543871, -86.66960440788552 33.63996623844025, -86.66960414388456 33.6399666214416, -86.66960380888338 33.63996696444286, -86.66960341388193 33.63996725744391, -86.66960296688029 33.63996749344477, -86.66960247987851 33.63996766744543, -86.66960196687666 33.6399677724458, -86.66960143987473 33.63996780844593))",True
302,302,303,6,2020-08-11T23:57:29Z,2.15922,5.868,0.773,0.064,0.072,2.1,5,0.0,2,33.64203644,-86.66570282,P34,7,P34L6,TRUE,2020-08-11,1.0,303,1.89723878709e-05,2.82427883273e-11,"POLYGON ((-86.66570281970155 33.64203918797631, -86.66570229269962 33.64203915197618, -86.66570177969777 33.64203904697581, -86.66570129269599 33.64203887297515, -86.66570084569435 33.64203863697429, -86.66570044969291 33.64203834397324, -86.66570011569172 33.64203800097198, -86.66569985169076 33.64203761797063, -86.66569966369008 33.64203720496909, -86.66569955768966 33.64203677096754, -86.6656995366896 33.6420363289659, -86.66569960068983 33.64203588996435, -86.66569974769038 33.64203546596281, -86.66569997469122 33.64203506596135, -86.66570027469231 33.64203470196003, -86.66570064069361 33.64203438295885, -86.66570106369517 33.64203411695786, -86.66570153169687 33.64203391195713, -86.66570203369866 33.64203377195662, -86.66570255570059 33.64203370095635, -86.66570308370251 33.64203370095635, -86.66570360570438 33.64203377195662, -86.66570410770623 33.64203391195713, -86.66570457570793 33.64203411695786, -86.66570499870949 33.64203438295885, -86.66570536471079 33.64203470196003, -86.66570566471188 33.64203506596135, -86.66570589171272 33.64203546596281, -86.66570603871327 33.64203588996435, -86.6657061027135 33.6420363289659, -86.66570608171338 33.64203677096754, -86.66570597571302 33.64203720496909, -86.66570578771234 33.64203761797063, -86.66570552371138 33.64203800097198, -86.66570518971014 33.64203834397324, -86.6657047937087 33.64203863697429, -86.66570434670712 33.64203887297515, -86.66570385970533 33.64203904697581, -86.66570334670348 33.64203915197618, -86.66570281970155 33.64203918797631))",True
303,303,304,7,2020-08-12T00:07:49Z,2.14908,7.003,0.837,0.032,0.088,80.9,11,1.0,2,33.64536285,-86.67827606,P34,8,P34L7,TRUE,2020-08-12,1.0,304,1.89723878784e-05,2.82427883428e-11,"POLYGON ((-86.67827606041084 33.6453655980693, -86.67827553340891 33.64536556206917, -86.67827502040706 33.64536545706875, -86.67827453340527 33.64536528306814, -86.67827408640363 33.64536504706729, -86.67827369040219 33.64536475406624, -86.67827335640101 33.64536441106497, -86.67827309240005 33.64536402806357, -86.67827290439936 33.64536361506208, -86.67827279839895 33.64536318106047, -86.67827277739889 33.6453627390589, -86.67827284139912 33.64536230005729, -86.67827298839967 33.64536187605574, -86.67827321540045 33.64536147605429, -86.67827351540154 33.64536111205297, -86.6782738814029 33.64536079305179, -86.67827430440445 33.64536052705085, -86.67827477240616 33.64536032205012, -86.67827527440795 33.64536018204961, -86.67827579640988 33.64536011104934, -86.6782763244118 33.64536011104934, -86.67827684641367 33.64536018204961, -86.67827734841552 33.64536032205012, -86.67827781641722 33.64536052705085, -86.67827823941872 33.64536079305179, -86.67827860542008 33.64536111205297, -86.67827890542117 33.64536147605429, -86.67827913242201 33.64536187605574, -86.6782792794225 33.64536230005729, -86.67827934342273 33.6453627390589, -86.67827932242267 33.64536318106047, -86.67827921642231 33.64536361506208, -86.67827902842163 33.64536402806357, -86.67827876442067 33.64536441106497, -86.67827843041943 33.64536475406624, -86.67827803441799 33.64536504706729, -86.67827758741635 33.64536528306814, -86.67827710041462 33.64536545706875, -86.67827658741271 33.64536556206917, -86.67827606041084 33.6453655980693))",True
304,304,305,8,2020-08-21T00:31:01Z,2.24149,2.415,0.812,0.007,0.241,85.6,11,1.4,2,33.64199829,-86.6789093,P34,9,P34L8,TRUE,2020-08-21,1.0,305,1.89723878945e-05,2.82427883835e-11,"POLYGON ((-86.67890929971293 33.64200103783764, -86.678908772711 33.64200100183751, -86.67890825970915 33.64200089683709, -86.67890777270736 33.64200072283649, -86.67890732570572 33.64200048683563, -86.67890692970428 33.64200019383458, -86.6789065957031 33.64199985083332, -86.67890633170214 33.64199946783191, -86.67890614370145 33.64199905483042, -86.67890603770104 33.64199862082882, -86.67890601670098 33.64199817882724, -86.67890608070121 33.64199773982563, -86.67890622770176 33.64199731582409, -86.6789064547026 33.64199691582263, -86.67890675470369 33.64199655182131, -86.67890712070499 33.64199623282013, -86.67890754370654 33.6419959668192, -86.67890801170824 33.64199576181846, -86.67890851371004 33.64199562181795, -86.67890903571197 33.64199555081768, -86.67890956371389 33.64199555081768, -86.67891008571576 33.64199562181795, -86.67891058771761 33.64199576181846, -86.67891105571931 33.6419959668192, -86.67891147872086 33.64199623282013, -86.67891184472217 33.64199655182131, -86.67891214472326 33.64199691582263, -86.6789123717241 33.64199731582409, -86.67891251872464 33.64199773982563, -86.67891258272488 33.64199817882724, -86.67891256172476 33.64199862082882, -86.6789124557244 33.64199905483042, -86.67891226772372 33.64199946783191, -86.67891200372276 33.64199985083332, -86.67891166972151 33.64200019383458, -86.67891127372008 33.64200048683563, -86.67891082671849 33.64200072283649, -86.67891033971671 33.64200089683709, -86.67890982671486 33.64200100183751, -86.67890929971293 33.64200103783764))",True
305,305,306,9,2020-07-28T00:19:49Z,1.99589,9.115,0.804,0.015,0.006,62.3,5,0.1,1,33.63836288,-86.68231964,P34,10,P34L9,TRUE,2020-07-28,1.0,306,1.89718019492e-05,2.82412763338e-11,"POLYGON ((-86.68231964011102 33.63836562762128, -86.68231911310909 33.63836559162115, -86.68231860010724 33.63836548662078, -86.68231811310545 33.63836531262018, -86.68231766610381 33.63836507661932, -86.68231727110242 33.63836478361821, -86.68231693610119 33.63836444061701, -86.68231667210023 33.6383640576156, -86.68231648409954 33.63836364461412, -86.68231637909918 33.63836321061251, -86.68231635709907 33.63836276861093, -86.6823164210993 33.63836232960932, -86.68231656809985 33.63836190560778, -86.68231679510069 33.63836150560633, -86.68231709510178 33.638361141605, -86.68231746110308 33.63836082260383, -86.68231788410463 33.63836055660289, -86.68231835210634 33.6383603516021, -86.68231885410813 33.63836021160159, -86.68231937611006 33.63836014060138, -86.68231990411198 33.63836014060138, -86.68232042611385 33.63836021160159, -86.6823209281157 33.6383603516021, -86.6823213961174 33.63836055660289, -86.68232181911895 33.63836082260383, -86.68232218512026 33.638361141605, -86.68232248512135 33.63836150560633, -86.68232271212219 33.63836190560778, -86.68232285912273 33.63836232960932, -86.68232292312297 33.63836276861093, -86.68232290112286 33.63836321061251, -86.68232279612249 33.63836364461412, -86.68232260812181 33.6383640576156, -86.68232234412085 33.63836444061701, -86.68232200911962 33.63836478361821, -86.68232161411817 33.63836507661932, -86.68232116711658 33.63836531262018, -86.6823206801148 33.63836548662078, -86.68232016711295 33.63836559162115, -86.68231964011102 33.63836562762128))",True
306,306,307,10,2020-07-28T00:26:32Z,2.07712,4.809,0.734,0.005,0.106,62.9,5,0.5,1,33.63973236,-86.66915894,P34,11,P34L10,TRUE,2020-07-28,1.0,307,1.89718019317e-05,2.82412762949e-11,"POLYGON ((-86.66915894026607 33.63973510759996, -86.66915841326414 33.63973507159983, -86.66915790026229 33.63973496659946, -86.66915741326051 33.6397347925988, -86.66915696625887 33.63973455659794, -86.66915657125747 33.63973426359689, -86.66915623625624 33.63973392059563, -86.66915597225528 33.63973353759428, -86.6691557842546 33.63973312459274, -86.66915567925423 33.63973269059119, -86.66915565725412 33.63973224858955, -86.66915572125436 33.639731809588, -86.6691558682549 33.63973138558646, -86.66915609525574 33.639730985585, -86.66915639525683 33.63973062158368, -86.66915676125814 33.63973030258251, -86.66915718425969 33.63973003658151, -86.66915765226139 33.63972983158078, -86.66915815426319 33.63972969158027, -86.66915867626511 33.63972962058, -86.66915920426703 33.63972962058, -86.6691597262689 33.63972969158027, -86.66916022827075 33.63972983158078, -86.66916069627246 33.63973003658151, -86.66916111927401 33.63973030258251, -86.66916148527531 33.63973062158368, -86.6691617852764 33.639730985585, -86.66916201227724 33.63973138558646, -86.66916215927779 33.639731809588, -86.66916222327802 33.63973224858955, -86.66916220127791 33.63973269059119, -86.66916209627755 33.63973312459274, -86.66916190827686 33.63973353759428, -86.6691616442759 33.63973392059563, -86.66916130927467 33.63973426359689, -86.66916091427322 33.63973455659794, -86.66916046727164 33.6397347925988, -86.66915998026985 33.63973496659946, -86.669159467268 33.63973507159983, -86.66915894026607 33.63973510759996))",True
