,index,OBJECTID,X1,Time_Stamp,CH4__ppm_,C2H6__ppb_,R,C2_C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK,win,DateFound,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,geometry,within
143,143,144,27,2020-07-06T23:42:07Z,3.91488,1.702,0.868,0.001,1.991,34.6,14,3.3,1,33.65828323,-86.6955719,P23,28,P23L27,TRUE,2020-07-06,1.0,144,1.89737608712e-05,2.82463144e-11,"POLYGON ((-86.69557190028883 33.65828597804057, -86.6955713732869 33.65828594204044, -86.69557085928506 33.65828583704007, -86.69557037328326 33.65828566303941, -86.69556992628162 33.65828542703855, -86.69556953028018 33.6582851340375, -86.695569196279 33.65828479103624, -86.69556893127805 33.65828440803483, -86.69556874427735 33.65828399503334, -86.69556863827694 33.65828356103179, -86.69556861727688 33.65828311903016, -86.69556868027712 33.65828268002855, -86.69556882727767 33.65828225602701, -86.69556905427845 33.65828185602555, -86.69556935527959 33.65828149202423, -86.69556972128089 33.65828117302311, -86.69557014428244 33.65828090702212, -86.69557061228414 33.65828070202139, -86.69557111428594 33.65828056202088, -86.69557163628787 33.65828049102061, -86.69557216428979 33.65828049102061, -86.69557268629165 33.65828056202088, -86.69557318829351 33.65828070202139, -86.69557365629521 33.65828090702212, -86.69557407929676 33.65828117302311, -86.69557444529806 33.65828149202423, -86.69557474629914 33.65828185602555, -86.69557497329998 33.65828225602701, -86.69557512030053 33.65828268002855, -86.69557518330078 33.65828311903016, -86.69557516230066 33.65828356103179, -86.6955750563003 33.65828399503334, -86.69557486929961 33.65828440803483, -86.69557460429866 33.65828479103624, -86.69557427029741 33.6582851340375, -86.69557387429597 33.65828542703855, -86.69557342729439 33.65828566303941, -86.6955729412926 33.65828583704007, -86.69557242729076 33.65828594204044, -86.69557190028883 33.65828597804057))",True
144,144,145,28,2020-07-07T00:15:57Z,2.02321,-2.869,0.748,0.016,0.09,15.2,6,0.1,1,33.64917374,-86.68377686,P23,29,P23L28,TRUE,2020-07-07,1.0,145,1.89730616992e-05,2.82446273606e-11,"POLYGON ((-86.68377686040867 33.64917648792357, -86.68377633340674 33.64917645192344, -86.68377581940484 33.64917634692301, -86.6837753334031 33.64917617292241, -86.68377488640147 33.64917593692155, -86.68377449040003 33.6491756439205, -86.68377415639884 33.64917530091924, -86.68377389139783 33.64917491791783, -86.6837737043972 33.64917450491635, -86.68377359839678 33.64917407091474, -86.68377357739672 33.64917362891316, -86.68377364139695 33.64917318991155, -86.6837737883975 33.64917276591001, -86.6837740143983 33.64917236590856, -86.68377431539938 33.64917200190723, -86.68377468140073 33.64917168290606, -86.68377510440229 33.64917141690512, -86.68377557240399 33.64917121190439, -86.68377607440578 33.64917107190388, -86.68377659640771 33.64917100090361, -86.68377712440963 33.64917100090361, -86.6837776464115 33.64917107190388, -86.68377814841335 33.64917121190439, -86.68377861641505 33.64917141690512, -86.68377903941655 33.64917168290606, -86.68377940541791 33.64917200190723, -86.68377970641899 33.64917236590856, -86.68377993241984 33.64917276591001, -86.68378007942033 33.64917318991155, -86.68378014342056 33.64917362891316, -86.6837801224205 33.64917407091474, -86.68378001642014 33.64917450491635, -86.68377982941945 33.64917491791783, -86.6837795644185 33.64917530091924, -86.68377923041726 33.6491756439205, -86.68377883441582 33.64917593692155, -86.68377838741418 33.64917617292241, -86.68377790141244 33.64917634692301, -86.68377738741054 33.64917645192344, -86.68377686040867 33.64917648792357))",True
145,145,146,29,2020-07-07T00:21:07Z,1.96134,-5.655,0.758,0.016,0.033,123.2,7,0.2,1,33.65462494,-86.68274689,P23,30,P23L30,TRUE,2020-07-07,1.0,146,1.89734325217e-05,2.82454903865e-11,"POLYGON ((-86.68274688966426 33.65462768774108, -86.68274636266233 33.65462765174095, -86.68274584866049 33.65462754674053, -86.68274536265869 33.65462737273992, -86.68274491565705 33.65462713673907, -86.68274451965561 33.65462684373801, -86.68274418565443 33.65462650073675, -86.68274392065348 33.65462611773535, -86.68274373365279 33.65462570473386, -86.68274362765237 33.65462527073225, -86.68274360665231 33.65462482873068, -86.68274366965255 33.65462438972907, -86.68274381765309 33.65462396572752, -86.68274404365388 33.65462356572607, -86.68274434465502 33.65462320172475, -86.68274471065632 33.65462288272357, -86.68274513365787 33.65462261672263, -86.68274560165958 33.6546224117219, -86.68274610366137 33.65462227172139, -86.6827466256633 33.65462220072112, -86.68274715366522 33.65462220072112, -86.68274767566709 33.65462227172139, -86.68274817766894 33.6546224117219, -86.68274864567064 33.65462261672263, -86.68274906867219 33.65462288272357, -86.6827494346735 33.65462320172475, -86.68274973567458 33.65462356572607, -86.68274996167543 33.65462396572752, -86.68275010967596 33.65462438972907, -86.68275017267621 33.65462482873068, -86.68275015167609 33.65462527073225, -86.68275004567573 33.65462570473386, -86.68274985867504 33.65462611773535, -86.68274959367409 33.65462650073675, -86.68274925967285 33.65462684373801, -86.68274886367141 33.65462713673907, -86.68274841666982 33.65462737273992, -86.68274793066803 33.65462754674053, -86.68274741666619 33.65462765174095, -86.68274688966426 33.65462768774108))",True
146,146,147,0,2020-07-07T01:21:18Z,5.12269,16.485,0.999,0.007,3.201,297.4,25,22.3,5,33.64569855,-86.69187164,P24,1,P24L0,TRUE,2020-07-07,1.0,147,1.89723878881e-05,2.82427883663e-11,"POLYGON ((-86.69187163983673 33.64570129828968, -86.6918711128348 33.64570126228955, -86.69187059983295 33.64570115728918, -86.69187011283117 33.64570098328858, -86.69186966582959 33.64570074728772, -86.69186926982815 33.64570045428661, -86.6918689358269 33.64570011128541, -86.69186867182594 33.645699728284, -86.69186848382526 33.64569931528251, -86.6918683778249 33.64569888128091, -86.69186835682478 33.64569843927933, -86.69186842082502 33.64569800027772, -86.69186856782557 33.64569757627618, -86.69186879482641 33.64569717627472, -86.6918690948275 33.6456968122734, -86.6918694608288 33.64569649327223, -86.69186988383035 33.64569622727129, -86.69187035183205 33.6456960222705, -86.6918708538339 33.64569588226999, -86.69187137583577 33.64569581126977, -86.69187190383769 33.64569581126977, -86.69187242583962 33.64569588226999, -86.69187292784142 33.6456960222705, -86.69187339584312 33.64569622727129, -86.69187381884467 33.64569649327223, -86.69187418484597 33.6456968122734, -86.69187448484706 33.64569717627472, -86.6918747118479 33.64569757627618, -86.69187485884845 33.64569800027772, -86.69187492284868 33.64569843927933, -86.69187490184862 33.64569888128091, -86.69187479584821 33.64569931528251, -86.69187460784752 33.645699728284, -86.69187434384656 33.64570011128541, -86.69187400984538 33.64570045428661, -86.69187361384394 33.64570074728772, -86.6918731668423 33.64570098328858, -86.69187267984051 33.64570115728918, -86.69187216683866 33.64570126228955, -86.69187163983673 33.64570129828968))",True
147,147,148,1,2020-07-11T01:49:27Z,2.77105,16.48,0.977,0.008,0.817,151.4,18,13.7,2,33.64844894,-86.69055176,P24,2,P24L1,TRUE,2020-07-11,1.0,148,1.89729854132e-05,2.82443483374e-11,"POLYGON ((-86.69055176003837 33.64845168828856, -86.6905512330365 33.64845165228843, -86.69055072003459 33.64845154728806, -86.69055023303287 33.64845137328746, -86.69054978603123 33.6484511372866, -86.69054939002979 33.64845084428549, -86.69054905602854 33.64845050128429, -86.6905487910276 33.64845011828288, -86.6905486040269 33.64844970528139, -86.69054849802654 33.64844927127979, -86.69054847702648 33.64844882927821, -86.69054854102671 33.6484483902766, -86.69054868802721 33.64844796627506, -86.69054891402806 33.6484475662736, -86.69054921502914 33.64844720227228, -86.6905495810305 33.64844688327111, -86.69055000403199 33.64844661727017, -86.69055047203369 33.64844641226938, -86.69055097403555 33.64844627226887, -86.69055149603741 33.64844620126865, -86.69055202403933 33.64844620126865, -86.69055254604126 33.64844627226887, -86.69055304804306 33.64844641226938, -86.69055351604476 33.64844661727017, -86.69055393904631 33.64844688327111, -86.69055430504767 33.64844720227228, -86.69055460604875 33.6484475662736, -86.69055483204954 33.64844796627506, -86.69055497905009 33.6484483902766, -86.69055504305032 33.64844882927821, -86.69055502205026 33.64844927127979, -86.69055491604985 33.64844970528139, -86.69055472904921 33.64845011828288, -86.6905544640482 33.64845050128429, -86.69055413004702 33.64845084428549, -86.69055373404558 33.6484511372866, -86.69055328704394 33.64845137328746, -86.69055280004216 33.64845154728806, -86.6905522870403 33.64845165228843, -86.69055176003837 33.64845168828856))",True
148,148,149,2,2020-07-11T01:31:20Z,2.1504,0.689,0.874,0.011,0.156,176.6,16,2.9,2,33.64490509,-86.69421387,P24,3,P24L2,TRUE,2020-07-11,1.0,149,1.89723878549e-05,2.82427882866e-11,"POLYGON ((-86.6942138703518 33.64490783840512, -86.69421334334987 33.64490780240499, -86.69421283034802 33.64490769740462, -86.69421234334624 33.64490752340396, -86.6942118963446 33.6449072874031, -86.69421150034316 33.64490699440205, -86.69421116634197 33.64490665140079, -86.69421090234101 33.64490626839944, -86.69421071434033 33.64490585539789, -86.69421060833992 33.64490542139634, -86.69421058733985 33.64490497939471, -86.69421065134009 33.64490454039316, -86.69421079834063 33.64490411639161, -86.69421102534142 33.64490371639016, -86.69421132534251 33.64490335238884, -86.69421169134387 33.64490303338766, -86.69421211434542 33.64490276738667, -86.69421258234712 33.64490256238594, -86.69421308434892 33.64490242238543, -86.69421360635084 33.64490235138516, -86.69421413435276 33.64490235138516, -86.69421465635463 33.64490242238543, -86.69421515835649 33.64490256238594, -86.69421562635819 33.64490276738667, -86.69421604935968 33.64490303338766, -86.69421641536104 33.64490335238884, -86.69421671536213 33.64490371639016, -86.69421694236297 33.64490411639161, -86.69421708936346 33.64490454039316, -86.6942171533637 33.64490497939471, -86.69421713236363 33.64490542139634, -86.69421702636328 33.64490585539789, -86.69421683836259 33.64490626839944, -86.69421657436163 33.64490665140079, -86.69421624036039 33.64490699440205, -86.69421584435895 33.6449072874031, -86.69421539735731 33.64490752340396, -86.69421491035558 33.64490769740462, -86.69421439735368 33.64490780240499, -86.6942138703518 33.64490783840512))",True
149,149,150,3,2020-07-09T02:51:11Z,2.87995,1.276,0.969,0.008,0.625,133.5,13,9.5,2,33.63854599,-86.68863678,P24,4,P24L3,TRUE,2020-07-09,1.0,150,1.89718019596e-05,2.82412763702e-11,"POLYGON ((-86.68863678007659 33.638548738287, -86.68863625307466 33.63854870228687, -86.68863574007281 33.6385485972865, -86.68863525307103 33.63854842328584, -86.68863480606944 33.63854818728498, -86.68863441106799 33.63854789428393, -86.68863407606676 33.63854755128267, -86.6886338120658 33.63854716828126, -86.68863362406512 33.63854675527978, -86.68863351906475 33.63854632127823, -86.68863349706464 33.63854587927659, -86.68863356106488 33.63854544027498, -86.68863370806542 33.63854501627344, -86.68863393506626 33.63854461627199, -86.68863423506735 33.63854425227066, -86.68863460106866 33.63854393326955, -86.68863502407021 33.63854366726855, -86.68863549207191 33.63854346226782, -86.68863599407376 33.63854332226731, -86.68863651607563 33.63854325126704, -86.68863704407755 33.63854325126704, -86.68863756607948 33.63854332226731, -86.68863806808127 33.63854346226782, -86.68863853608298 33.63854366726855, -86.68863895908453 33.63854393326955, -86.68863932508583 33.63854425227066, -86.68863962508692 33.63854461627199, -86.68863985208776 33.63854501627344, -86.68863999908831 33.63854544027498, -86.68864006308854 33.63854587927659, -86.68864004108843 33.63854632127823, -86.68863993608807 33.63854675527978, -86.68863974808738 33.63854716828126, -86.68863948408642 33.63854755128267, -86.68863914908519 33.63854789428393, -86.6886387540838 33.63854818728498, -86.68863830708216 33.63854842328584, -86.68863782008037 33.6385485972865, -86.68863730707852 33.63854870228687, -86.68863678007659 33.638548738287))",True
150,150,151,4,2020-07-07T00:59:04Z,2.03493,-4.301,0.807,0.013,0.103,28.8,7,0.0,1,33.64944839,-86.69602203,P24,5,P24L4,TRUE,2020-07-07,1.0,151,1.89730617168e-05,2.82446274117e-11,"POLYGON ((-86.69602202992525 33.64945113792203, -86.69602150292332 33.6494511019219, -86.69602098892148 33.64945099692153, -86.69602050291968 33.64945082292087, -86.69602005591804 33.64945058692001, -86.6960196599166 33.64945029391896, -86.69601932591542 33.6494499509177, -86.69601906091447 33.64944956791629, -86.69601887391377 33.64944915491481, -86.69601876791336 33.64944872091326, -86.6960187469133 33.64944827891162, -86.69601881091353 33.64944783991001, -86.69601895791408 33.64944741590847, -86.69601918391487 33.64944701590701, -86.69601948491601 33.64944665190569, -86.69601985091731 33.64944633290457, -86.69602027391886 33.64944606690358, -86.69602074192056 33.64944586190285, -86.69602124392236 33.64944572190234, -86.69602176592429 33.64944565090207, -86.69602229392621 33.64944565090207, -86.69602281592807 33.64944572190234, -86.69602331792993 33.64944586190285, -86.69602378593163 33.64944606690358, -86.69602420893318 33.64944633290457, -86.69602457493448 33.64944665190569, -86.69602487593556 33.64944701590701, -86.69602510193641 33.64944741590847, -86.69602524893696 33.64944783991001, -86.69602531293719 33.64944827891162, -86.69602529193708 33.64944872091326, -86.69602518593672 33.64944915491481, -86.69602499893602 33.64944956791629, -86.69602473393508 33.6494499509177, -86.69602439993383 33.64945029391896, -86.69602400393239 33.64945058692001, -86.69602355693081 33.64945082292087, -86.69602307092902 33.64945099692153, -86.69602255692718 33.6494511019219, -86.69602202992525 33.64945113792203))",True
151,151,152,5,2020-07-07T01:01:59Z,1.94817,-5.405,0.744,0.025,0.018,48.1,5,0.1,1,33.64375305,-86.70781708,P24,6,P24L5,TRUE,2020-07-07,1.0,152,1.89723878549e-05,2.82427882866e-11,"POLYGON ((-86.70781707980547 33.64375579821694, -86.70781655280354 33.64375576221681, -86.70781603980168 33.64375565721645, -86.7078155527999 33.64375548321578, -86.70781510579826 33.64375524721493, -86.70781470979682 33.64375495421388, -86.70781437579564 33.64375461121261, -86.70781411179468 33.64375422821126, -86.70781392379399 33.64375381520972, -86.70781381779358 33.64375338120817, -86.70781379679352 33.64375293920654, -86.70781386079375 33.64375250020498, -86.7078140077943 33.64375207620344, -86.70781423479508 33.64375167620199, -86.70781453479617 33.64375131220066, -86.70781490079753 33.64375099319949, -86.70781532379908 33.64375072719849, -86.70781579180078 33.64375052219776, -86.70781629380258 33.64375038219725, -86.70781681580451 33.64375031119698, -86.70781734380643 33.64375031119698, -86.70781786580829 33.64375038219725, -86.70781836781015 33.64375052219776, -86.70781883581185 33.64375072719849, -86.70781925881334 33.64375099319949, -86.7078196248147 33.64375131220066, -86.70781992481579 33.64375167620199, -86.70782015181663 33.64375207620344, -86.70782029881713 33.64375250020498, -86.70782036281736 33.64375293920654, -86.7078203418173 33.64375338120817, -86.70782023581694 33.64375381520972, -86.70782004781626 33.64375422821126, -86.7078197838153 33.64375461121261, -86.70781944981405 33.64375495421388, -86.70781905381261 33.64375524721493, -86.70781860681097 33.64375548321578, -86.70781811980925 33.64375565721645, -86.70781760680734 33.64375576221681, -86.70781707980547 33.64375579821694))",True
152,152,153,6,2020-07-07T01:36:13Z,1.93346,-6.447,0.892,0.091,0.014,82.9,7,0.1,1,33.64161682,-86.68733978,P24,7,P24L6,TRUE,2020-07-07,1.0,153,1.89723878784e-05,2.82427883428e-11,"POLYGON ((-86.68733978036141 33.64161956845084, -86.68733925335954 33.6416195324507, -86.68733874035763 33.64161942745028, -86.6873382533559 33.64161925344968, -86.68733780635426 33.64161901744882, -86.68733741035282 33.64161872444777, -86.68733707635158 33.64161838144651, -86.68733681235062 33.6416179984451, -86.68733662434994 33.64161758544361, -86.68733651834958 33.64161715144201, -86.68733649734952 33.64161670944043, -86.68733656134975 33.64161627043882, -86.68733670835024 33.64161584643728, -86.68733693535108 33.64161544643582, -86.68733723535217 33.6416150824345, -86.68733760135353 33.64161476343332, -86.68733802435503 33.64161449743239, -86.68733849235673 33.64161429243165, -86.68733899435858 33.64161415243115, -86.68733951636045 33.64161408143087, -86.68734004436237 33.64161408143087, -86.6873405663643 33.64161415243115, -86.68734106836609 33.64161429243165, -86.6873415363678 33.64161449743239, -86.68734195936935 33.64161476343332, -86.68734232537071 33.6416150824345, -86.6873426253718 33.64161544643582, -86.68734285237258 33.64161584643728, -86.68734299937313 33.64161627043882, -86.68734306337336 33.64161670944043, -86.6873430423733 33.64161715144201, -86.68734293637289 33.64161758544361, -86.6873427483722 33.6416179984451, -86.68734248437124 33.64161838144651, -86.68734215037006 33.64161872444777, -86.68734175436862 33.64161901744882, -86.68734130736698 33.64161925344968, -86.68734082036519 33.64161942745028, -86.68734030736334 33.6416195324507, -86.68733978036141 33.64161956845084))",True
153,153,154,7,2020-07-07T01:41:19Z,1.96051,-1.735,0.935,0.081,0.058,116.1,9,0.5,1,33.63938522,-86.68372345,P24,8,P24L7,TRUE,2020-07-07,1.0,154,1.89718019553e-05,2.8241276351e-11,"POLYGON ((-86.68372345021447 33.63938796833799, -86.68372292321254 33.63938793233785, -86.68372241021069 33.63938782733743, -86.68372192320891 33.63938765333683, -86.68372147620732 33.63938741733597, -86.68372108120587 33.63938712433492, -86.68372074620464 33.63938678133366, -86.68372048220368 33.63938639833225, -86.683720294203 33.63938598533076, -86.68372018920263 33.63938555132916, -86.68372016720252 33.63938510932758, -86.68372023120276 33.63938467032597, -86.6837203782033 33.63938424632443, -86.68372060520414 33.63938384632297, -86.68372090520523 33.63938348232165, -86.68372127120654 33.63938316332047, -86.68372169420809 33.63938289731954, -86.68372216220979 33.6393826923188, -86.68372266421164 33.6393825523183, -86.68372318621351 33.63938248131802, -86.68372371421543 33.63938248131802, -86.68372423621736 33.6393825523183, -86.68372473821915 33.6393826923188, -86.68372520622086 33.63938289731954, -86.68372562922241 33.63938316332047, -86.68372599522371 33.63938348232165, -86.6837262952248 33.63938384632297, -86.68372652222564 33.63938424632443, -86.68372666922619 33.63938467032597, -86.68372673322642 33.63938510932758, -86.68372671122631 33.63938555132916, -86.68372660622595 33.63938598533076, -86.68372641822526 33.63938639833225, -86.6837261542243 33.63938678133366, -86.68372581922307 33.63938712433492, -86.68372542422168 33.63938741733597, -86.68372497722004 33.63938765333683, -86.68372449021825 33.63938782733743, -86.6837239772164 33.63938793233785, -86.68372345021447 33.63938796833799))",True
154,154,155,8,2020-07-09T02:25:07Z,2.34058,1.112,0.74,0.01,0.118,38.7,5,0.9,1,33.64560699,-86.69306946,P24,9,P24L10,TRUE,2020-07-09,1.0,155,1.89723878881e-05,2.82427883663e-11,"POLYGON ((-86.69306946019134 33.64560973795682, -86.69306893318941 33.64560970195669, -86.69306842018756 33.64560959695632, -86.69306793318577 33.64560942295572, -86.69306748618419 33.64560918695486, -86.69306709018275 33.64560889395375, -86.69306675618151 33.64560855095255, -86.69306649218055 33.64560816795114, -86.69306630417987 33.64560775494965, -86.69306619817951 33.64560732094805, -86.69306617717939 33.64560687894647, -86.69306624117962 33.64560643994486, -86.69306638818017 33.64560601594332, -86.69306661518101 33.64560561594186, -86.6930669151821 33.64560525194054, -86.6930672811834 33.64560493293936, -86.69306770418495 33.64560466693842, -86.69306817218666 33.64560446193764, -86.69306867418851 33.64560432193713, -86.69306919619038 33.64560425093691, -86.6930697241923 33.64560425093691, -86.69307024619422 33.64560432193713, -86.69307074819602 33.64560446193764, -86.69307121619772 33.64560466693842, -86.69307163919927 33.64560493293936, -86.69307200520058 33.64560525194054, -86.69307230520167 33.64560561594186, -86.69307253220251 33.64560601594332, -86.69307267920306 33.64560643994486, -86.69307274320329 33.64560687894647, -86.69307272220323 33.64560732094805, -86.69307261620281 33.64560775494965, -86.69307242820213 33.64560816795114, -86.69307216420117 33.64560855095255, -86.69307183019998 33.64560889395375, -86.69307143419854 33.64560918695486, -86.6930709871969 33.64560942295572, -86.69307050019512 33.64560959695632, -86.69306998719327 33.64560970195669, -86.69306946019134 33.64560973795682))",True
155,155,156,9,2020-07-09T02:32:59Z,2.64519,0.655,0.84,0.011,0.385,170.3,10,10.5,1,33.64460754,-86.70862579,P24,10,P24L11,TRUE,2020-07-09,1.0,156,1.89723878828e-05,2.8242788362e-11,"POLYGON ((-86.70862578974544 33.64461028832341, -86.70862526274357 33.64461025232328, -86.70862474974166 33.64461014732291, -86.70862426273993 33.64460997332225, -86.70862381573829 33.64460973732139, -86.70862341973685 33.64460944432034, -86.70862308573561 33.64460910131908, -86.70862282173465 33.64460871831767, -86.70862263373397 33.64460830531618, -86.70862252773361 33.64460787131463, -86.70862250673355 33.644607429313, -86.70862257073378 33.64460699031139, -86.70862271773427 33.64460656630985, -86.70862294473511 33.64460616630839, -86.7086232447362 33.64460580230707, -86.70862361073756 33.64460548330595, -86.70862403373906 33.64460521730496, -86.70862450174076 33.64460501230423, -86.70862500374261 33.64460487230372, -86.70862552574448 33.64460480130344, -86.7086260537464 33.64460480130344, -86.70862657574833 33.64460487230372, -86.70862707775012 33.64460501230423, -86.70862754575182 33.64460521730496, -86.70862796875338 33.64460548330595, -86.70862833475474 33.64460580230707, -86.70862863475583 33.64460616630839, -86.70862886175661 33.64460656630985, -86.70862900875716 33.64460699031139, -86.70862907275739 33.644607429313, -86.70862905175733 33.64460787131463, -86.70862894575691 33.64460830531618, -86.70862875775623 33.64460871831767, -86.70862849375527 33.64460910131908, -86.70862815975408 33.64460944432034, -86.70862776375265 33.64460973732139, -86.70862731675101 33.64460997332225, -86.70862682974922 33.64461014732291, -86.70862631674737 33.64461025232328, -86.70862578974544 33.64461028832341))",True
156,156,157,10,2020-07-09T02:43:41Z,2.35935,-0.532,0.835,0.028,0.093,82.2,9,0.8,1,33.64339066,-86.69467163,P24,11,P24L12,TRUE,2020-07-09,1.0,157,1.89723878989e-05,2.82427884027e-11,"POLYGON ((-86.69467163001593 33.64339340789951, -86.694671103014 33.64339337189938, -86.69467059001215 33.64339326689901, -86.69467010301037 33.64339309289835, -86.69466965600878 33.64339285689749, -86.69466926000734 33.64339256389644, -86.6946689260061 33.64339222089518, -86.69466866200514 33.64339183789377, -86.69466847400446 33.64339142489229, -86.6946683680041 33.64339099089074, -86.69466834700398 33.6433905488891, -86.69466841100422 33.64339010988749, -86.69466855800476 33.64338968588595, -86.6946687850056 33.6433892858845, -86.69466908500669 33.64338892188317, -86.694669451008 33.64338860288206, -86.69466987400955 33.64338833688106, -86.69467034201125 33.64338813188033, -86.6946708440131 33.64338799187982, -86.69467136601497 33.64338792087955, -86.69467189401689 33.64338792087955, -86.69467241601882 33.64338799187982, -86.69467291802061 33.64338813188033, -86.69467338602232 33.64338833688106, -86.69467380902387 33.64338860288206, -86.69467417502517 33.64338892188317, -86.69467447502626 33.6433892858845, -86.6946747020271 33.64338968588595, -86.69467484902765 33.64339010988749, -86.69467491302788 33.6433905488891, -86.69467489202782 33.64339099089074, -86.69467478602741 33.64339142489229, -86.69467459802672 33.64339183789377, -86.69467433402576 33.64339222089518, -86.69467400002458 33.64339256389644, -86.69467360402314 33.64339285689749, -86.6946731570215 33.64339309289835, -86.69467267001971 33.64339326689901, -86.69467215701786 33.64339337189938, -86.69467163001593 33.64339340789951))",True
157,157,158,11,2020-07-09T03:00:22Z,2.63565,-0.04,0.8,0.005,0.278,163.2,18,3.4,1,33.64325333,-86.68529511,P24,12,P24L13,TRUE,2020-07-09,1.0,158,1.89723878784e-05,2.82427883428e-11,"POLYGON ((-86.68529510992818 33.64325607840027, -86.68529458292625 33.64325604240014, -86.6852940699244 33.64325593739972, -86.68529358292261 33.64325576339911, -86.68529313592097 33.64325552739825, -86.68529273991953 33.6432552343972, -86.68529240591835 33.64325489139594, -86.68529214191739 33.64325450839453, -86.6852919539167 33.64325409539305, -86.68529184791629 33.64325366139144, -86.68529182691623 33.64325321938986, -86.68529189091646 33.64325278038825, -86.68529203791701 33.64325235638671, -86.68529226491779 33.64325195638526, -86.68529256491888 33.64325159238393, -86.68529293092024 33.64325127338276, -86.68529335392179 33.64325100738182, -86.68529382192349 33.64325080238109, -86.68529432392529 33.64325066238058, -86.68529484592722 33.64325059138031, -86.68529537392914 33.64325059138031, -86.68529589593101 33.64325066238058, -86.68529639793286 33.64325080238109, -86.68529686593456 33.64325100738182, -86.68529728893606 33.64325127338276, -86.68529765493741 33.64325159238393, -86.68529795493851 33.64325195638526, -86.68529818193934 33.64325235638671, -86.68529832893984 33.64325278038825, -86.68529839294007 33.64325321938986, -86.68529837194001 33.64325366139144, -86.68529826593965 33.64325409539305, -86.68529807793897 33.64325450839453, -86.68529781393801 33.64325489139594, -86.68529747993676 33.6432552343972, -86.68529708393532 33.64325552739825, -86.68529663693369 33.64325576339911, -86.68529614993196 33.64325593739972, -86.68529563693005 33.64325604240014, -86.68529510992818 33.64325607840027))",True
158,158,159,12,2020-07-09T03:03:15Z,2.39752,1.597,0.819,0.095,0.039,51.4,7,0.4,1,33.64300156,-86.68733978,P24,13,P24L14,TRUE,2020-07-09,1.0,159,1.89723878721e-05,2.82427883256e-11,"POLYGON ((-86.68733978036141 33.64300430848493, -86.68733925335954 33.6430042724848, -86.68733874035763 33.64300416748443, -86.6873382533559 33.64300399348383, -86.68733780635426 33.64300375748297, -86.68733741035282 33.64300346448186, -86.68733707635158 33.64300312148066, -86.68733681235062 33.64300273847925, -86.68733662434994 33.64300232547777, -86.68733651834958 33.64300189147616, -86.68733649734952 33.64300144947458, -86.68733656134975 33.64300101047297, -86.68733670835024 33.64300058647143, -86.68733693535108 33.64300018646998, -86.68733723535217 33.64299982246865, -86.68733760135353 33.64299950346748, -86.68733802435503 33.64299923746654, -86.68733849235673 33.64299903246575, -86.68733899435858 33.64299889246524, -86.68733951636045 33.64299882146503, -86.68734004436237 33.64299882146503, -86.6873405663643 33.64299889246524, -86.68734106836609 33.64299903246575, -86.6873415363678 33.64299923746654, -86.68734195936935 33.64299950346748, -86.68734232537071 33.64299982246865, -86.6873426253718 33.64300018646998, -86.68734285237258 33.64300058647143, -86.68734299937313 33.64300101047297, -86.68734306337336 33.64300144947458, -86.6873430423733 33.64300189147616, -86.68734293637289 33.64300232547777, -86.6873427483722 33.64300273847925, -86.68734248437124 33.64300312148066, -86.68734215037006 33.64300346448186, -86.68734175436862 33.64300375748297, -86.68734130736698 33.64300399348383, -86.68734082036519 33.64300416748443, -86.68734030736334 33.6430042724848, -86.68733978036141 33.64300430848493))",True
159,159,160,13,2020-07-09T03:11:46Z,2.70344,3.4,0.815,0.005,0.4,130.2,12,5.6,1,33.64207459,-86.68888092,P24,14,P24L15,TRUE,2020-07-09,1.0,160,1.89723878945e-05,2.82427883835e-11,"POLYGON ((-86.68888091996416 33.64207733811503, -86.68888039296223 33.6420773021149, -86.68887987996038 33.64207719711447, -86.6888793929586 33.64207702311387, -86.68887894595696 33.64207678711301, -86.68887854995552 33.64207649411196, -86.68887821595433 33.6420761511107, -86.68887795195337 33.64207576810929, -86.68887776395269 33.64207535510781, -86.68887765795228 33.6420749211062, -86.68887763695221 33.64207447910462, -86.68887770095245 33.64207404010301, -86.68887784795299 33.64207361610147, -86.68887807495383 33.64207321610002, -86.68887837495492 33.64207285209869, -86.68887874095623 33.64207253309752, -86.68887916395778 33.64207226709658, -86.68887963195948 33.64207206209585, -86.68888013396128 33.64207192209534, -86.6888806559632 33.64207185109507, -86.68888118396512 33.64207185109507, -86.68888170596699 33.64207192209534, -86.68888220796885 33.64207206209585, -86.68888267597055 33.64207226709658, -86.6888830989721 33.64207253309752, -86.6888834649734 33.64207285209869, -86.68888376497449 33.64207321610002, -86.68888399197533 33.64207361610147, -86.68888413897588 33.64207404010301, -86.68888420297611 33.64207447910462, -86.68888418197599 33.6420749211062, -86.68888407597564 33.64207535510781, -86.68888388797495 33.64207576810929, -86.68888362397399 33.6420761511107, -86.68888328997275 33.64207649411196, -86.68888289397131 33.64207678711301, -86.68888244696973 33.64207702311387, -86.68888195996794 33.64207719711447, -86.68888144696609 33.6420773021149, -86.68888091996416 33.64207733811503))",True
