nearest10hz,timestamp,deviceTimestamp,deviceID,latitude,longitude,nearestMS,nextLat,prevLat,nextLon,prevLon,prevTime_ms,nextTime_ms,timediff_ms,distance_ms,velocity_ms,bearing_ms,theta_ms,bearing_north,bearing_south
1601568766.7,1601568766.6990426,1601568766.695225,16,40.5949615,-105.1400313,1601568766.699,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.598,1601568766.7735,0.1755000352859497,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.8,1601568766.8272948,1601568766.825477,16,40.5949615,-105.1400313,1601568766.827,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.72,1601568766.928,0.20799994468688965,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.9,1601568766.928091,1601568766.9260929,16,40.5949615,-105.1400313,1601568766.928,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.827,1601568767.027,0.20000004768371582,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568767.0,1601568767.0269349,1601568767.026126,16,40.5949615,-105.1400313,1601568767.027,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.928,1601568767.128,0.20000004768371582,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568767.1,1601568767.127665,1601568767.126043,16,40.5949615,-105.1400313,1601568767.128,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568767.027,1601568767.227,0.20000004768371582,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568767.2,1601568767.227335,1601568767.2264051,16,40.5949615,-105.1400313,1601568767.227,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568767.128,1601568767.32,0.1919999122619629,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568767.3,1601568767.319643,1601568767.318645,16,40.5949615,-105.1400313,1601568767.32,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568767.227,1601568767.418,0.19099998474121094,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568767.4,1601568767.418407,1601568767.417733,16,40.5949615,-105.1400313,1601568767.418,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568767.32,1601568767.528,0.20800018310546875,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568767.5,1601568767.528077,1601568767.5271368,16,40.5949615,-105.1400313,1601568767.528,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568767.418,1601568767.669,0.25099992752075195,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568767.7,1601568767.696672,1601568767.6947575,16,40.5949615,-105.1400313,1601568767.697,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568767.5985,1601568767.774,0.17549991607666016,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
